image,mean,std,median
218-6_part_16_tile_6.png,76.13499546051025,6.269001722945175,76.0
218-6_part_16_tile_7.png,74.74134254455566,5.0870304282383785,75.0
218-6_part_16_tile_8.png,75.81995487213135,4.838494985632497,76.0
218-6_part_16_tile_9.png,74.38407039642334,5.457591982799796,74.0
218-6_part_18_tile_10.png,74.45115089416504,4.416497601085203,74.0
218-6_part_18_tile_11.png,73.93830013275146,4.401757643906647,74.0
218-6_part_18_tile_12.png,75.44493389129639,5.416312532344997,75.0
218-6_part_18_tile_14.png,75.1092472076416,5.220468139646194,75.0
218-6_part_18_tile_15.png,74.39465236663818,5.612422425486351,74.0
218-6_part_18_tile_16.png,76.35626316070557,5.539298554447314,76.0
218-6_part_18_tile_2.png,74.79730129241943,3.7499624127344586,75.0
218-6_part_18_tile_3.png,74.02985954284668,4.184177173238673,74.0
218-6_part_18_tile_4.png,75.65813732147217,5.072342507326361,76.0
218-6_part_18_tile_5.png,74.29233932495117,4.614851080343254,74.0
218-6_part_18_tile_6.png,75.0554027557373,4.968418079763495,75.0
218-6_part_18_tile_7.png,74.61542320251465,4.577773391688832,75.0
218-6_part_18_tile_8.png,76.64628791809082,7.914717068118133,76.0
218-6_part_18_tile_9.png,73.83865928649902,3.7335585592506138,74.0
218-6_part_19_tile_1.png,73.71195220947266,4.956910048314997,74.0
218-6_part_19_tile_10.png,74.95727348327637,5.61530517674434,75.0
218-6_part_19_tile_12.png,75.14503002166748,4.323433719155511,75.0
218-6_part_19_tile_14.png,75.24938678741455,4.996490210408392,75.0
218-6_part_19_tile_15.png,74.2371301651001,5.163627093366439,74.0
218-6_part_19_tile_16.png,75.9312391281128,5.270736004393273,76.0
218-6_part_19_tile_2.png,74.62303638458252,4.644868056054108,74.0
218-6_part_19_tile_3.png,74.03839111328125,5.380916668193996,74.0
218-6_part_19_tile_4.png,75.3526439666748,4.587888902801858,75.0
218-6_part_19_tile_5.png,74.34617519378662,4.284033826184252,74.0
218-6_part_19_tile_7.png,74.63571262359619,5.039353323190383,75.0
218-6_part_19_tile_8.png,75.84443950653076,4.722805926528359,76.0
218-6_part_19_tile_9.png,73.4276065826416,4.214930025980183,73.0
218-6_part_1_tile_1.png,77.29478454589844,6.284583344477735,77.0
218-6_part_1_tile_10.png,75.20789432525635,6.312406595302329,75.0
218-6_part_1_tile_11.png,72.76585292816162,5.8442391564580864,72.0
218-6_part_1_tile_12.png,74.43271541595459,6.508865390026678,74.0
218-6_part_1_tile_13.png,74.1805477142334,5.8126482436307745,74.0
218-6_part_1_tile_14.png,75.43975162506104,6.4941105063411975,75.0
218-6_part_1_tile_15.png,73.69010734558105,6.482294442603881,73.0
218-6_part_1_tile_16.png,75.00295448303223,7.787873591774254,75.0
218-6_part_1_tile_2.png,79.08323287963867,6.420862996515535,79.0
218-6_part_1_tile_4.png,75.36180400848389,5.813696966252561,75.0
218-6_part_1_tile_5.png,76.73165988922119,5.90440305876843,77.0
218-6_part_1_tile_8.png,75.21039199829102,6.0856793291698175,75.0
218-6_part_1_tile_9.png,73.57980728149414,5.389919193441974,73.0
218-6_part_25_tile_1.png,73.53471279144287,4.439475088912989,73.0
218-6_part_25_tile_11.png,74.03191661834717,6.156260289723566,74.0
218-6_part_25_tile_12.png,74.92642402648926,4.196640243684346,75.0
218-6_part_25_tile_13.png,74.6639518737793,4.914144790000906,75.0
218-6_part_25_tile_14.png,75.08840274810791,4.531217833354417,75.0
218-6_part_25_tile_15.png,74.47003650665283,9.052151504178095,74.0
218-6_part_25_tile_16.png,75.55025482177734,4.22498541969533,75.0
218-6_part_25_tile_2.png,74.84210014343262,5.004604748444421,75.0
